timestamp,distance_tracker,distance_wheelchair_FT,distance_wheelchair_v5,distance_drone_FT,distance_drone_v5,distance_range
3.9435,3.13,,,,,
3.9535,3.13,,,,,
3.9635,3.13,,,,,
3.9735,3.1142,,,,,
3.9835,3.1142,,,,,
3.9935,3.1142,,,,,
4.0035,3.0959,,,,,
4.0135,3.0959,,,,,
4.0235,3.0959,,,,,
4.0335,3.0766,,,,,
4.0435,3.0766,,,,,
4.0535,3.0766,,,,,
4.0635,3.0766,,,,,
4.0735,3.0561,,,,,
4.0835,3.0561,,,,,
4.0935,3.0561,,,,,
4.1035,3.036,,,,,
4.1135,3.036,,,,,
4.1235,3.036,,,,,
4.1335,3.0159,,,,,
4.1435,3.0159,,,,,
4.1535,3.0159,,,,,
4.1635,3.0159,,,,,
4.1735,2.9975,,,,,
4.1835,2.9975,,,,,
4.1935,2.9975,,,,,
4.2035,2.98,,,,,
4.2135,2.98,,,,,
4.2235,2.98,,,,,
4.2335,2.98,,,,,
4.2435,2.9644,,,,,
4.2535,2.9644,,,,,
4.2635,2.9644,,,,,
4.2735,2.9494,,,,,
4.2835,2.9494,,,,,
4.2935,2.9494,,,,,
4.3035,2.9357,,,,,
4.3135,2.9357,,,,,
4.3235,2.9357,,,,,
4.3335,2.9357,,,,,
4.3435,2.9218,,,,,
4.3535,2.9218,,,,,
4.3635,2.9218,,,,,
4.3735,2.9082,,,,,
4.3835,2.9082,,,,,
4.3935,2.9082,,,,,
4.4035,2.8935,,,,,
4.4135,2.8935,,,,,
4.4235,2.8935,,,,,
4.4335,2.8782,,,,,
4.4435,2.8782,,,,,
4.4535,2.8782,,,,,
4.4635,2.8782,,,,,
4.4735,2.8616,,,,,
4.4835,2.8616,,,,,
4.4935,2.8616,,,,,
4.5035,2.8445,,,,,
4.5135,2.8445,,,,,
4.5235,2.8445,,,,,
4.5335,2.8265,,,,,
4.5435,2.8265,,,,,
4.5535,2.8265,,,,,
4.5635,2.8265,,,,,
4.5735,2.8086,,,,,
4.5835,2.8086,,,,,
4.5935,2.8086,,,,,
4.6035,2.7902,,,,,
4.6135,2.7902,,,,,
4.6235,2.7902,,,,,
4.6335,2.7726,,,,,
4.6435,2.7726,,,,,
4.6535,2.7726,,,,,
4.6635,2.7726,,,,,
4.6735,2.7552,,,,,
4.6835,2.7552,,,,,
4.6935,2.7552,,,,,
4.7035,2.7387,,,,,
4.7135,2.7387,,,,,
4.7235,2.7387,,,,,
4.7335,2.7226,,,,,
4.7435,2.7226,,,,,
4.7535,2.7226,,,,,
4.7635,2.7226,,,,,
4.7735,2.7073,,,,,
4.7835,2.7073,,,,,
4.7935,2.7073,,,,,
4.8035,2.6919,,,,,
4.8135,2.6919,,,,,
4.8235,2.6919,,,,,
4.8335,2.6919,,,,,
4.8435,2.677,,,,,
4.8535,2.677,,,,,
4.8635,2.677,,,,,
4.8735,2.6616,,,,,
4.8835,2.6616,,,,,
4.8935,2.6616,,,,,
4.9035,2.6463,,,,,
4.9135,2.6463,,,,,
4.9235,2.6463,,,,,
4.9335,2.6463,,,,,
4.9435,2.6301,,,,,
4.9535,2.6301,,,,,
4.9635,2.6301,,,,,
4.9735,2.6139,,,,,
4.9835,2.6139,,,,,
4.9935,2.6139,,,,,
5.0035,2.5969,,,,,
5.0135,2.5969,,,,,
5.0235,2.5969,,,,,
5.0335,2.5969,,,,,
5.0435,2.58,,,,,
5.0535,2.58,,,,,
5.0635,2.58,,,,,
5.0735,2.563,,,,,
5.0835,2.563,,,,,
5.0935,2.563,,,,,
5.1035,2.5458,,,,,
5.1135,2.5458,,,,,
5.1235,2.5458,,,,,
5.1335,2.5289,,,,,
5.1435,2.5289,,,,,
5.1535,2.5289,,,,,
5.1635,2.5289,,,,,
5.1735,2.5125,,,,,
5.1835,2.5125,,,,,
5.1935,2.5125,,,,,
5.2035,2.4961,,,,,
5.2135,2.4961,,,,,
5.2235,2.4961,,,,,
5.2335,2.4961,,,,,
5.2435,2.4799,,,,,
5.2535,2.4799,,,,,
5.2635,2.4799,,,,,
5.2735,2.4643,,,,,
5.2835,2.4643,,,,,
5.2935,2.4643,,,,,
5.3035,2.4484,,,,,
5.3135,2.4484,,,,,
5.3235,2.4484,,,,,
5.3335,2.4325,,,,,
5.3435,2.4325,,,,,
5.3535,2.4325,,,,,
5.3635,2.4325,,,,,
5.3735,2.417,,,,,
5.3835,2.417,,,,,
5.3935,2.417,,,,,
5.4035,2.4007,,,,,
5.4135,2.4007,,,,,
5.4235,2.4007,,,,,
